"cutoff","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
0.5,0.846114615487854,0.981377936924344,0.960489965060535,0.922597108023816,0.960489965060535,0.846114615487854,0.899681763477483,0.348550008264282,0.294913256220822,0.30704459905756,0.913746276206099
0.51,0.843300675524538,0.98242153840262,0.962501340331994,0.921370157609879,0.962501340331994,0.843300675524538,0.898966800754452,0.348550008264282,0.293932457423353,0.305383946085693,0.912861106963579
0.52,0.840531472285599,0.983340673649541,0.964279115600172,0.920160369117746,0.964279115600172,0.840531472285599,0.898162887751151,0.348550008264282,0.292967251611535,0.303819969624864,0.91193607296757
0.53,0.837780163736411,0.984226298757253,0.966006221016306,0.918961683297762,0.966006221016306,0.837780163736411,0.897335579040176,0.348550008264282,0.292008282993978,0.302284060538207,0.911003231246832
0.54,0.835060170894287,0.985176550562013,0.967887624835368,0.917787539579896,0.967887624835368,0.835060170894287,0.896581040577928,0.348550008264282,0.291060229466377,0.300716965480248,0.91011836072815
0.55,0.832460967207981,0.986071749995213,0.96967675704407,0.916669448060256,0.96967675704407,0.832460967207981,0.895845018041591,0.348550008264282,0.290154277000034,0.299227835350546,0.909266358601597
0.56,0.829902026573614,0.986897535568619,0.971337612968761,0.915568958013199,0.971337612968761,0.829902026573614,0.895066970316903,0.348550008264282,0.289262358220778,0.297797958566319,0.908399781071117
0.57,0.827047823558359,0.98765151370086,0.972851512137621,0.91433351429806,0.972851512137621,0.827047823558359,0.894044138804862,0.348550008264282,0.288267525736223,0.296311947033746,0.907349668629609
0.58,0.824157831163602,0.988319322903701,0.974194094255013,0.913080206098936,0.974194094255013,0.824157831163602,0.892917209924534,0.348550008264282,0.287260218863147,0.294869595860998,0.906238577033652
0.59,0.821088891871337,0.988977557781054,0.975523936580154,0.911750751923667,0.975523936580154,0.821088891871337,0.891668873110454,0.348550008264282,0.286190540047465,0.293371109939905,0.905033224826196
0.6,0.818060215631012,0.989631005495663,0.976858109010487,0.9104445731424,0.976858109010487,0.818060215631012,0.890434672516514,0.348550008264282,0.28513489491887,0.291889776303028,0.903845610563337
0.61,0.814830224130989,0.990215039350478,0.978048295896943,0.90904816002215,0.978048295896943,0.814830224130989,0.889009827775974,0.348550008264282,0.284009081354843,0.290383493889109,0.902522631740733
0.62,0.811931284391357,0.990811041112154,0.979285598661847,0.907805975648268,0.979285598661846,0.811931284391357,0.887790441715991,0.348550008264282,0.282998655884637,0.288984803076184,0.901371162751755
0.63,0.808786292667651,0.99138550064148,0.980481270371555,0.906457705497815,0.980481270371556,0.808786292667651,0.886396007030842,0.348550008264282,0.281902468993348,0.287514384529263,0.900085896654565
0.64,0.805538406477878,0.991902514217873,0.98155850527406,0.905064549030399,0.98155850527406,0.805538406477878,0.884879906628171,0.348550008264282,0.280770418235061,0.286045525280908,0.898720460347876
0.65,0.802174204804724,0.992371656166823,0.982536699233412,0.903621705385807,0.982536699233412,0.802174204804724,0.883241754858667,0.348550008264282,0.279597825714081,0.284567310241161,0.897272930485774
0.66,0.798671319286002,0.992819255883423,0.98347353286288,0.902122069566995,0.98347353286288,0.798671319286002,0.88149075315326,0.348550008264282,0.278376894937581,0.283054790632982,0.895745287584713
0.67,0.794832908334452,0.993300365739234,0.984490325154598,0.900485194620329,0.984490325154598,0.794832908334452,0.879553859177521,0.348550008264282,0.277039016768697,0.281403493452505,0.894066637036843
0.68,0.791092918176531,0.993712061735251,0.985361640476986,0.898892290637301,0.985361640476986,0.791092918176531,0.877604903347478,0.348550008264282,0.275735443168245,0.279831720498851,0.892402489955891
0.69,0.78733503332886,0.994133332056757,0.986264598417431,0.897299457731112,0.986264598417431,0.78733503332886,0.87564369834865,0.348550008264282,0.274425632373533,0.278247473156675,0.890734182692808
0.7,0.783393727911242,0.994564176703751,0.987197194770637,0.895635342324613,0.987197194770637,0.783393727911242,0.873566085410052,0.348550008264282,0.273051890337651,0.276593057379069,0.888978952307497
0.71,0.779434527803874,0.994906458839975,0.987933429729806,0.893962693484802,0.987933429729806,0.779434527803874,0.87138552333796,0.348550008264282,0.271671911107507,0.274990098454111,0.887170493321924
0.72,0.775354538540688,0.995289431859525,0.988772442279057,0.892249657211645,0.988772442279057,0.775354538540688,0.869154215133408,0.348550008264282,0.270249830816106,0.273318530392288,0.885321985200107
0.73,0.771234286225563,0.99566522413496,0.989604201945983,0.890526622265895,0.989604201945983,0.771234286225563,0.866878700642387,0.348550008264282,0.268813716837618,0.271637606539074,0.883449755180261
0.74,0.766908244978303,0.996012293433928,0.990375116266978,0.888721351669404,0.990375116266978,0.766908244978303,0.86443297539477,0.348550008264282,0.267305875125134,0.269903666534646,0.881460269206115
0.75,0.76256878271373,0.996340214081918,0.991109741490587,0.886917038829987,0.991109741490586,0.76256878271373,0.861947430698126,0.348550008264282,0.265793355516954,0.268177523023043,0.879454498397824
0.76,0.758063794568962,0.996663347567164,0.991840509470628,0.885051119093672,0.991840509470628,0.758063794568962,0.859336568840745,0.348550008264282,0.264223141861865,0.266396804061661,0.877363571068063
0.77,0.753402227888874,0.997003236122015,0.992620535188023,0.883130430357847,0.992620535188023,0.753402227888874,0.856624024008749,0.348550008264282,0.262598352756996,0.264550594560543,0.875202732005445
0.78,0.748320135999642,0.997271317235701,0.993230886160131,0.881036662987257,0.993230886160131,0.748320135999642,0.853554862709278,0.348550008264282,0.260826989587004,0.262604589951256,0.872795726617671
0.79,0.743354359593791,0.997501101047431,0.993756204920876,0.878998034203177,0.993756204920876,0.743354359593791,0.850507759714999,0.348550008264282,0.259096168179706,0.260724075881705,0.870427730320611
0.8,0.737856216167852,0.997762001417,0.994362987435793,0.876753616604199,0.994362987435792,0.737856216167852,0.847117858848787,0.348550008264282,0.257179790243157,0.258637734401557,0.867809108792426
0.81,0.732201494206594,0.997970242996381,0.994845517484515,0.874451810728675,0.994845517484515,0.732201494206594,0.843552456274626,0.348550008264282,0.255208836856828,0.256531122040062,0.865085868601488
0.82,0.726108352346441,0.998238324110066,0.99548585342517,0.871990984190971,0.99548585342517,0.726108352346441,0.839722381025059,0.348550008264282,0.253085072211117,0.254232715955055,0.862173338228254
0.83,0.7197199481054,0.998451352852192,0.995994452905415,0.869419410239523,0.995994452905415,0.7197199481054,0.83561352115017,0.348550008264282,0.250858393860106,0.251867260031747,0.859085650478796
0.84,0.712530756498009,0.998633265036478,0.996427744724511,0.866538171561735,0.996427744724511,0.712530756498009,0.830898367908017,0.348550008264282,0.248352601065937,0.249242960546628,0.855582010767244
0.85,0.705073144544356,0.998841506615859,0.996938433414089,0.863572869781158,0.996938433414089,0.705073144544356,0.825980886695893,0.348550008264282,0.245753250357859,0.246507950863384,0.851957325580108
0.86,0.697114481277681,0.998975547172702,0.997260870121725,0.860421391168103,0.997260870121725,0.697114481277681,0.820603290291324,0.348550008264282,0.242979258210487,0.243646637996364,0.848045014225191
0.87,0.688882923992305,0.999133523543266,0.997654650529971,0.857189208281482,0.997654650529971,0.688882923992305,0.815003784290168,0.348550008264282,0.240110148850641,0.240674614931219,0.844008223767786
0.88,0.679837158323268,0.999296287076575,0.998069066978418,0.853665019956815,0.998069066978418,0.679837158323268,0.808775160462814,0.348550008264282,0.236957247151941,0.23741568093009,0.839566722699921
0.89,0.669927973873753,0.999418359726557,0.998379913595392,0.849831678614025,0.998379913595392,0.669927973873753,0.801821579451813,0.348550008264282,0.233503400830171,0.233882310381498,0.834673166800155
0.9,0.658945108039189,0.999516496562817,0.998630471334816,0.845619236236832,0.998630471334816,0.658945108039189,0.79398209289915,0.348550008264282,0.229675322852768,0.229990301162925,0.829230802301003
0.91,0.647054086699772,0.999636175631427,0.998950189242203,0.841108018512626,0.998950189242202,0.647054086699772,0.785386540978177,0.348550008264282,0.225530707266643,0.225767720648543,0.823345131165599
0.92,0.633355701695522,0.999724738142198,0.999188363246265,0.835964973730298,0.999188363246265,0.633355701695522,0.775282775540155,0.348550008264282,0.220756135060205,0.220935454395195,0.81654021991886
0.93,0.617715742853308,0.99980372632748,0.999406485234511,0.830167304642316,0.999406485234511,0.617715742853308,0.763515717879952,0.348550008264282,0.215304827276498,0.215432689758839,0.808759734590394
0.94,0.600286315036013,0.999849204373552,0.999530708778725,0.823795183692949,0.999530708778726,0.600286315036013,0.750091537977779,0.348550008264282,0.209229800066738,0.209328035876341,0.800067759704782
0.95,0.579058739319107,0.999894682419624,0.999660181802736,0.816164647453369,0.999660181802736,0.579058739319107,0.733331255966528,0.348550008264282,0.20183092837518,0.201899537512046,0.789476710869365
0.96,0.552664071936653,0.999932979721579,0.999773398616113,0.806869738039088,0.999773398616113,0.552664071936653,0.711833935954134,0.348550008264282,0.192631066840892,0.192674727200716,0.776298525829116
0.97,0.518740213841543,0.999971277023534,0.999896521394202,0.795229067208784,0.999896521394202,0.518740213841543,0.683094940735679,0.348550008264282,0.180806905821485,0.180825617404267,0.759355745432538
0.98,0.471068760345367,0.999990425674511,0.999962014016828,0.779422848742192,0.999962014016828,0.471068760345367,0.640436453873102,0.348550008264282,0.164191020311423,0.164197257505684,0.735529593009939
0.99,0.389298975529012,0.999997606418628,0.999988508520932,0.753722309320161,0.999988508520932,0.389298975529012,0.560423247711326,0.348550008264282,0.135690161137914,0.135691720436479,0.69464829097382
